,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB
2016-12-10,1.343724805,0.948676596,1.400756408,0.794281176,3.3595,1.3162,6.9042,7.0542,7.7586,67.51,115.17,4.4215,20.333,8.5199,13.765,1.4312,1171.88,148.6,9.1968,1.0184,31.8,35.68,9.975
2016-12-11,1.343724805,0.948676596,1.400756408,0.794281176,3.3595,1.3162,6.9042,7.0542,7.7586,67.51,115.17,4.4215,20.333,8.5199,13.765,1.4312,1171.88,148.6,9.1968,1.0184,31.8,35.68,9.975
2016-12-12,1.335826877,0.942862531,1.391014049,0.788830165,3.3505,1.3137,6.9045,7.0117,7.7577,67.38,115.34,4.4215,20.223,8.4506,13.645,1.4258,1164.37,148.4,9.1874,1.0157,31.77,35.59,9.975
2016-12-13,1.334400854,0.94029149,1.388117712,0.788332676,3.3308,1.3119,6.8984,6.9922,7.7562,67.47,115.26,4.434,20.256,8.4178,13.6375,1.4236,1164.65,148.4,9.1553,1.0118,31.77,35.58,9.975
2016-12-14,1.331203408,0.938438438,1.383508578,0.78702975,3.3332,1.3123,6.9025,6.9777,7.7559,67.43,115.06,4.444,20.2295,8.4628,13.6725,1.4227,1165.13,148.3,9.1535,1.0099,31.73,35.57,9.975
2016-12-15,1.361841209,0.963855422,1.42551675,0.807167649,3.3933,1.3397,6.941,7.1648,7.7602,67.91,118.32,4.462,20.614,8.6916,14.1025,1.4478,1185.35,148.4,9.4207,1.0334,32,35.8,9.975
2016-12-16,1.370238421,0.956388676,1.432459533,0.801410482,3.386,1.3339,6.958,7.1096,7.7659,67.82,117.74,4.4763,20.417,8.6706,14.075,1.445,1183.72,149.22,9.3581,1.0258,31.94,35.81,9.975
2016-12-17,1.370238421,0.956388676,1.432459533,0.801410482,3.386,1.3339,6.958,7.1096,7.7659,67.82,117.74,4.4763,20.417,8.6706,14.075,1.445,1183.72,149.22,9.3581,1.0258,31.94,35.81,9.975
2016-12-18,1.370238421,0.956388676,1.432459533,0.801410482,3.386,1.3339,6.958,7.1096,7.7659,67.82,117.74,4.4763,20.417,8.6706,14.075,1.445,1183.72,149.22,9.3581,1.0258,31.94,35.81,9.975
2016-12-19,1.376651982,0.957487553,1.439055979,0.805217811,3.3725,1.3395,6.9506,7.1167,7.7674,67.83,116.6,4.4765,20.412,8.6555,14.0925,1.4458,1187.71,149,9.3427,1.0226,31.98,35.85,9.975
2016-12-20,1.37892995,0.962463908,1.444877908,0.809192426,3.3631,1.3376,6.947,7.1549,7.7658,67.97,117.86,4.478,20.4305,8.6995,14.015,1.4443,1192.13,148.75,9.3557,1.0282,32.06,36,9.975
2016-12-21,1.380452789,0.959232614,1.448855404,0.809847749,3.3335,1.3401,6.939,7.1317,7.7633,67.82,117.79,4.477,20.51,8.6671,13.9385,1.4434,1193.91,149.05,9.228,1.0262,32.05,36,9.975
2016-12-22,1.385809313,0.956754688,1.447387466,0.812942037,3.3153,1.347,6.9473,7.1122,7.7619,67.86,117.48,4.476,20.7095,8.7014,14.0305,1.4476,1204.65,149.6,9.1911,1.0246,32.19,36.01,9.975
2016-12-23,1.393922498,0.957029381,1.455604076,0.816193275,3.2687,1.3533,6.9432,7.1138,7.7587,67.84,117.22,4.4725,20.611,8.7043,14.0081,1.4469,1201.51,149.5,9.198,1.0268,32.18,35.96,9.975
2016-12-24,1.393922498,0.957029381,1.455604076,0.816193275,3.2687,1.3533,6.9432,7.1138,7.7587,67.84,117.22,4.4725,20.611,8.7043,14.0081,1.4469,1201.51,149.5,9.198,1.0268,32.18,35.96,9.975
2016-12-25,1.393922498,0.957029381,1.455604076,0.816193275,3.2687,1.3533,6.9432,7.1138,7.7587,67.84,117.22,4.4725,20.611,8.7043,14.0081,1.4469,1201.51,149.5,9.198,1.0268,32.18,35.96,9.975
2016-12-26,1.393922498,0.957029381,1.455604076,0.816193275,3.2687,1.3533,6.9432,7.1138,7.7587,67.84,117.22,4.4725,20.611,8.7043,14.0081,1.4469,1201.51,149.5,9.198,1.0268,32.18,35.96,9.975
2016-12-27,1.391014049,0.956205775,1.45137881,0.81559416,3.28,1.3553,6.9491,7.1098,7.7596,68.01,117.52,4.476,20.7085,8.7092,13.9325,1.449,1207.68,149.2,9.2277,1.0284,32.27,36,9.975
2016-12-28,1.391788448,0.96255655,1.447178003,0.818196694,3.283,1.3555,6.9559,7.155,7.7575,68.2,117.66,4.48,20.735,8.7485,13.8575,1.4522,1212.22,149.3,9.206,1.0313,32.42,36,9.975
2016-12-29,1.385041551,0.953652489,1.437194596,0.817193757,3.2456,1.3488,6.9535,7.0888,7.7549,67.91,116.32,4.483,20.6755,8.6598,13.6225,1.4482,1207.05,149.6,9.1213,1.023,32.26,35.89,9.975
2016-12-30,1.383125864,0.947687642,1.437194596,0.810569831,3.2532,1.3426,6.943,7.0462,7.7534,67.92,116.78,4.4845,20.617,8.6107,13.7,1.4465,1203.73,149.6,9.0803,1.016,32.4,35.81,9.975
2016-12-31,1.383125864,0.947687642,1.437194596,0.810569831,3.2532,1.3426,6.943,7.0462,7.7534,67.92,116.78,4.4845,20.617,8.6107,13.7,1.4465,1203.73,149.6,9.0803,1.016,32.4,35.81,9.975
2017-01-01,1.383125864,0.947687642,1.437194596,0.810569831,3.2532,1.3426,6.943,7.0462,7.7534,67.92,116.78,4.4845,20.617,8.6107,13.7,1.4465,1203.73,149.6,9.0803,1.016,32.4,35.81,9.975
2017-01-02,1.383125864,0.947687642,1.437194596,0.810569831,3.2532,1.3426,6.943,7.0462,7.7534,67.92,116.78,4.4845,20.617,8.6107,13.7,1.4465,1203.73,149.6,9.0803,1.016,32.4,35.81,9.975
2017-01-03,1.382934587,0.960061444,1.443626389,0.815926893,3.2526,1.3437,6.9575,7.1376,7.7561,68.37,117.68,4.49,20.906,8.6489,13.78,1.4498,1207.23,149.8,9.1583,1.0266,32.37,35.89,9.975
2017-01-04,1.375515818,0.95456281,1.439055979,0.813074234,3.2139,1.3293,6.9322,7.0963,7.7544,67.9,117.38,4.496,21.3855,8.5925,13.6275,1.4409,1198.07,149.35,9.1108,1.0228,32.16,35.82,9.975
2017-01-05,1.363512408,0.943574259,1.424095699,0.805477245,3.2051,1.3216,6.887,7.0138,7.754,67.74,115.46,4.483,21.395,8.4944,13.5575,1.4292,1182.46,149.7,8.9981,1.0107,31.78,35.67,9.975
2017-01-06,1.368925394,0.946969697,1.434102969,0.812083807,3.2113,1.3216,6.9176,7.0398,7.7547,68.12,116.85,4.471,21.296,8.5193,13.715,1.4372,1198.85,149.7,9.0421,1.015,32,35.72,9.975
2017-01-07,1.368925394,0.946969697,1.434102969,0.812083807,3.2113,1.3216,6.9176,7.0398,7.7547,68.12,116.85,4.471,21.296,8.5193,13.715,1.4372,1198.85,149.7,9.0421,1.015,32,35.72,9.975
2017-01-08,1.368925394,0.946969697,1.434102969,0.812083807,3.2113,1.3216,6.9176,7.0398,7.7547,68.12,116.85,4.471,21.296,8.5193,13.715,1.4372,1198.85,149.7,9.0421,1.015,32,35.72,9.975
2017-01-09,1.357957632,0.945537065,1.423082396,0.821895291,3.1916,1.322,6.935,7.0291,7.7556,68.08,116.07,4.475,21.3375,8.5454,13.6325,1.4345,1200.51,149.6,9.0441,1.0148,32.02,35.64,9.975
2017-01-10,1.356852103,0.945894816,1.431434297,0.822030415,3.1971,1.3208,6.918,7.0313,7.7542,68.25,115.74,4.473,21.6245,8.5949,13.6725,1.4348,1196.96,149.6,9.0643,1.0158,31.92,35.53,9.975
2017-01-11,1.351351351,0.952290258,1.426940639,0.825218683,3.2024,1.3219,6.9365,7.0801,7.7554,68.39,116.26,4.47,21.875,8.624,13.8375,1.4364,1197.59,149.8,9.1003,1.0203,31.9,35.55,9.975
2017-01-12,1.331912627,0.937558597,1.400952648,0.818933748,3.1821,1.313,6.889,6.97,7.7541,67.99,113.87,4.456,21.7045,8.4988,13.4675,1.4221,1170.93,149.8,8.9121,1.0066,31.49,35.29,9.975
2017-01-13,1.33671969,0.941176471,1.407459536,0.819806526,3.2077,1.3134,6.8985,6.9977,7.7548,68.16,115.03,4.46,21.5435,8.506,13.4425,1.4313,1177.81,149.8,8.9143,1.0098,31.6,35.42,9.975
2017-01-14,1.33671969,0.941176471,1.407459536,0.819806526,3.2077,1.3134,6.8985,6.9977,7.7548,68.16,115.03,4.46,21.5435,8.506,13.4425,1.4313,1177.81,149.8,8.9143,1.0098,31.6,35.42,9.975
2017-01-15,1.33671969,0.941176471,1.407459536,0.819806526,3.2077,1.3134,6.8985,6.9977,7.7548,68.16,115.03,4.46,21.5435,8.506,13.4425,1.4313,1177.81,149.8,8.9143,1.0098,31.6,35.42,9.975
2017-01-16,1.33671969,0.941176471,1.407459536,0.819806526,3.2077,1.3134,6.8985,6.9977,7.7548,68.16,115.03,4.46,21.5435,8.506,13.4425,1.4313,1177.81,149.8,8.9143,1.0098,31.6,35.42,9.975
2017-01-17,1.326259947,0.935016363,1.392175971,0.807232806,3.2077,1.306,6.852,6.9532,7.7559,67.9,112.96,4.46,21.5825,8.4667,13.495,1.4171,1161.61,149.65,8.9119,1.0028,31.38,35.3,9.975
2017-01-18,1.323977228,0.936154278,1.393145723,0.812413681,3.2242,1.3175,6.836,6.9614,7.7563,68.12,113.4,4.443,21.851,8.4536,13.505,1.4235,1170.73,150.1,8.9134,1.0028,31.53,35.3,9.975
2017-01-19,1.325381047,0.940733772,1.394505648,0.811754201,3.2024,1.3327,6.868,6.9955,7.7568,68.1,115.3,4.447,21.891,8.4648,13.6,1.4289,1177.03,149.7,8.977,1.0094,31.6,35.42,9.975
2017-01-20,1.325381047,0.940733772,1.394505648,0.811754201,3.2024,1.3327,6.868,6.9955,7.7568,68.1,115.3,4.447,21.891,8.4648,13.6,1.4289,1177.03,149.7,8.977,1.0094,31.6,35.42,9.975
2017-01-21,1.325381047,0.940733772,1.394505648,0.811754201,3.2024,1.3327,6.868,6.9955,7.7568,68.1,115.3,4.447,21.891,8.4648,13.6,1.4289,1177.03,149.7,8.977,1.0094,31.6,35.42,9.975
2017-01-22,1.325381047,0.940733772,1.394505648,0.811754201,3.2024,1.3327,6.868,6.9955,7.7568,68.1,115.3,4.447,21.891,8.4648,13.6,1.4289,1177.03,149.7,8.977,1.0094,31.6,35.42,9.975
2017-01-23,1.322051824,0.931098696,1.386001386,0.800961153,3.1685,1.3283,6.8514,6.9233,7.7559,68.11,112.9,4.436,21.4355,8.3693,13.5,1.4186,1165.82,149.9,8.8427,0.999,31.41,35.26,9.975
2017-01-24,1.318565401,0.930319099,1.377220768,0.798020908,3.1695,1.3152,6.8555,6.9177,7.7567,68.12,113.63,4.433,21.384,8.3274,13.3375,1.4178,1165.25,149.95,8.8411,0.9998,31.31,35.22,9.975
2017-01-25,1.321877065,0.930838686,1.375894331,0.792393027,3.1697,1.3074,6.8812,6.9214,7.7572,68.04,113.6,4.437,21.311,8.3213,13.2625,1.4168,1164.13,150.05,8.8254,0.9996,31.31,35.22,9.975
2017-01-26,1.327844908,0.937207123,1.382743363,0.794975753,3.1892,1.3104,6.8768,6.9694,7.7576,68.17,114.7,4.427,21.295,8.3583,13.3825,1.425,1169.61,150.05,8.8582,1.0011,31.42,35.32,9.975
2017-01-27,1.324678765,0.935453695,1.377979881,0.798020908,3.1537,1.3108,6.8768,6.9568,7.758,68.06,115.16,4.43,21.0245,8.3346,13.49,1.4281,1175.73,150,8.8499,0.9992,31.5,35.28,9.975
2017-01-28,1.324678765,0.935453695,1.377979881,0.798020908,3.1537,1.3108,6.8768,6.9568,7.758,68.06,115.16,4.43,21.0245,8.3346,13.49,1.4281,1175.73,150,8.8499,0.9992,31.5,35.28,9.975
2017-01-29,1.324678765,0.935453695,1.377979881,0.798020908,3.1537,1.3108,6.8768,6.9568,7.758,68.06,115.16,4.43,21.0245,8.3346,13.49,1.4281,1175.73,150,8.8499,0.9992,31.5,35.28,9.975
2017-01-30,1.323451562,0.936241925,1.373437715,0.801410482,3.1152,1.3092,6.8768,6.9629,7.7575,67.8,113.86,4.43,20.753,8.3181,13.535,1.422,1171.27,150.2,8.8396,0.9976,31.38,35.21,9.975
2017-01-31,1.318913216,0.926440615,1.364442625,0.794596742,3.1477,1.303,6.8768,6.8894,7.7579,67.48,112.72,4.428,20.8355,8.2444,13.5075,1.4095,1151.45,150.1,8.7525,0.9888,31.19,35.09,9.975
2017-02-01,1.322051824,0.929540807,1.379120121,0.790951515,3.153,1.3088,6.8768,6.914,7.7593,67.4,113.29,4.428,20.8155,8.2492,13.425,1.4151,1154.45,150.5,8.7643,0.993,31.17,35.12,9.975
2017-02-02,1.303271211,0.92575449,1.368738024,0.797384579,3.1245,1.3018,6.8768,6.885,7.7594,67.2,112.48,4.422,20.626,8.2157,13.3675,1.4086,1139.9,150.2,8.7176,0.9894,31,35.05,9.975
2017-02-03,1.301066875,0.926612305,1.365747064,0.799744082,3.1157,1.3003,6.865,6.8919,7.7582,67.18,112.42,4.426,20.3565,8.2061,13.23,1.407,1134.65,150.2,8.7681,0.991,30.79,35.01,9.975
2017-02-04,1.301066875,0.926612305,1.365747064,0.799744082,3.1157,1.3003,6.865,6.8919,7.7582,67.18,112.42,4.426,20.3565,8.2061,13.23,1.407,1134.65,150.2,8.7681,0.991,30.79,35.01,9.975
2017-02-05,1.301066875,0.926612305,1.365747064,0.799744082,3.1157,1.3003,6.865,6.8919,7.7582,67.18,112.42,4.426,20.3565,8.2061,13.23,1.407,1134.65,150.2,8.7681,0.991,30.79,35.01,9.975
2017-02-06,1.308729224,0.931879601,1.369112815,0.803212851,3.1181,1.3116,6.86,6.9299,7.7579,67.2,112.32,4.427,20.517,8.2552,13.4,1.4113,1134.87,150.53,8.8343,0.9934,30.89,35.01,9.975
2017-02-07,1.309586171,0.935453695,1.366867141,0.800897005,3.1235,1.3166,6.8821,6.9536,7.7586,67.35,112.14,4.434,20.6415,8.3121,13.4175,1.4163,1142.89,150.5,8.8625,0.997,31.06,35.02,9.975
2017-02-08,1.307531381,0.93388121,1.365747064,0.797257434,3.119,1.3156,6.87,6.9432,7.7588,67.04,111.74,4.437,20.499,8.3037,13.3875,1.4149,1143.25,150.5,8.8331,0.9934,31.03,34.99,9.975
2017-02-09,1.311819494,0.938262338,1.392369813,0.798977309,3.1291,1.3139,6.866,6.9757,7.7575,66.71,113.24,4.437,20.4155,8.338,13.3925,1.4195,1149.88,150.5,8.9006,1.0013,31.06,35.06,9.975
2017-02-10,1.301066875,0.938967136,1.387539892,0.79987202,3.1092,1.3073,6.8775,6.9809,7.7588,66.8,113.22,4.442,20.3135,8.3656,13.38,1.4194,1146.78,150.35,8.9,1.0028,30.94,35.06,9.975
2017-02-11,1.301066875,0.938967136,1.387539892,0.79987202,3.1092,1.3073,6.8775,6.9809,7.7588,66.8,113.22,4.442,20.3135,8.3656,13.38,1.4194,1146.78,150.35,8.9,1.0028,30.94,35.06,9.975
2017-02-12,1.301066875,0.938967136,1.387539892,0.79987202,3.1092,1.3073,6.8775,6.9809,7.7588,66.8,113.22,4.442,20.3135,8.3656,13.38,1.4194,1146.78,150.35,8.9,1.0028,30.94,35.06,9.975
2017-02-13,1.308215594,0.943129303,1.393728223,0.799360512,3.1106,1.3072,6.8776,7.014,7.7592,66.99,113.79,4.447,20.325,8.3858,13.3125,1.4235,1150.16,150.45,8.9362,1.0054,30.96,35.09,9.975
2017-02-14,1.309243257,0.945447669,1.397819402,0.80224629,3.1074,1.3092,6.8649,7.0301,7.7595,66.88,114.34,4.448,20.345,8.4049,13.1625,1.4204,1139.33,150.43,8.94,1.0072,30.78,35.05,9.975
2017-02-15,1.299038711,0.943663301,1.388503194,0.80224629,3.0557,1.3082,6.8685,7.0159,7.7604,66.85,114.17,4.447,20.29,8.3425,12.9625,1.4202,1136.46,150.58,8.9191,1.0062,30.73,35.01,9.975
2017-02-16,1.299714063,0.938086304,1.383700014,0.801474713,3.0744,1.3056,6.8517,6.9731,7.7598,67.12,113.36,4.451,20.3405,8.2965,13.05,1.4186,1140.57,150.6,8.8612,0.9992,30.75,34.98,9.975
2017-02-17,1.305994515,0.942151875,1.392369813,0.804634696,3.1038,1.3114,6.864,7.0025,7.761,67.09,112.86,4.451,20.4615,8.3382,13.0975,1.4197,1150.73,151.13,8.9175,1.0022,30.9,34.98,9.975
2017-02-18,1.305994515,0.942151875,1.392369813,0.804634696,3.1038,1.3114,6.864,7.0025,7.761,67.09,112.86,4.451,20.4615,8.3382,13.0975,1.4197,1150.73,151.13,8.9175,1.0022,30.9,34.98,9.975
2017-02-19,1.305994515,0.942151875,1.392369813,0.804634696,3.1038,1.3114,6.864,7.0025,7.761,67.09,112.86,4.451,20.4615,8.3382,13.0975,1.4197,1150.73,151.13,8.9175,1.0022,30.9,34.98,9.975
2017-02-20,1.305994515,0.942151875,1.392369813,0.804634696,3.1038,1.3114,6.864,7.0025,7.761,67.09,112.86,4.451,20.4615,8.3382,13.0975,1.4197,1150.73,151.13,8.9175,1.0022,30.9,34.98,9.975
2017-02-21,1.303441084,0.947777462,1.397428731,0.80224629,3.0932,1.3149,6.881,7.0447,7.7605,67,113.48,4.4555,20.423,8.3553,13.12,1.4204,1143.63,151.25,8.9677,1.0083,30.8,35.03,9.975
2017-02-22,1.301574906,0.947418285,1.396453009,0.802825947,3.0778,1.3188,6.8765,7.0414,7.7599,66.95,113.46,4.451,19.9155,8.3638,13.065,1.4157,1142.15,152,8.982,1.0109,30.77,35,9.975
2017-02-23,1.296008294,0.944643869,1.382170007,0.796939751,3.0645,1.3109,6.8622,7.0212,7.7595,66.68,112.68,4.447,19.735,8.3317,12.8975,1.4058,1129.84,152,8.986,1.0062,30.61,34.96,9.975
2017-02-24,1.301913813,0.945179584,1.388696014,0.800064005,3.1123,1.3106,6.8645,7.0263,7.7609,66.68,112.26,4.437,19.869,8.3375,12.9275,1.4039,1130.41,151.85,8.9994,1.0055,30.64,34.85,9.975
2017-02-25,1.301913813,0.945179584,1.388696014,0.800064005,3.1123,1.3106,6.8645,7.0263,7.7609,66.68,112.26,4.437,19.869,8.3375,12.9275,1.4039,1130.41,151.85,8.9994,1.0055,30.64,34.85,9.975
2017-02-26,1.301913813,0.945179584,1.388696014,0.800064005,3.1123,1.3106,6.8645,7.0263,7.7609,66.68,112.26,4.437,19.869,8.3375,12.9275,1.4039,1130.41,151.85,8.9994,1.0055,30.64,34.85,9.975
2017-02-27,1.299883011,0.94126506,1.38427464,0.801731741,3.1085,1.31,6.8675,6.996,7.7611,66.69,112.01,4.437,19.829,8.34,12.925,1.4004,1130.14,151.75,9.0134,1.0051,30.72,34.82,9.975
2017-02-28,1.301066875,0.941796949,1.383317195,0.804699445,3.1085,1.3247,6.8665,7.0005,7.7627,66.67,112.06,4.438,19.9975,8.3667,13.1,1.399,1129.17,151.25,9.0098,1.0022,30.64,34.89,9.975
2017-03-01,1.30480167,0.946611132,1.402327864,0.811820101,3.1028,1.3345,6.8794,7.0363,7.7632,66.83,113.66,4.4455,19.8785,8.3996,13.0325,1.4088,1140.75,151.25,9.0293,1.0072,30.76,34.96,9.975
2017-03-02,1.319609396,0.951112802,1.414227125,0.815195239,3.1264,1.3384,6.8868,7.0695,7.7623,66.75,114.45,4.447,19.9265,8.4667,13.1,1.4114,1146.9,151.1,9.0664,1.012,30.88,35.03,9.975
2017-03-03,1.322926313,0.947687642,1.42612664,0.816393175,3.1385,1.3419,6.8954,7.0442,7.7635,66.76,114.6,4.452,19.5775,8.4754,13.09,1.4155,1156.77,151.1,9.0372,1.0118,31.03,35.07,9.975
2017-03-04,1.322926313,0.947687642,1.42612664,0.816393175,3.1385,1.3419,6.8954,7.0442,7.7635,66.76,114.6,4.452,19.5775,8.4754,13.09,1.4155,1156.77,151.1,9.0372,1.0118,31.03,35.07,9.975
2017-03-05,1.322926313,0.947687642,1.42612664,0.816393175,3.1385,1.3419,6.8954,7.0442,7.7635,66.76,114.6,4.452,19.5775,8.4754,13.09,1.4155,1156.77,151.1,9.0372,1.0118,31.03,35.07,9.975
2017-03-06,1.318739285,0.944643869,1.428775539,0.81679327,3.1218,1.341,6.8955,7.0217,7.7634,66.64,113.92,4.446,19.536,8.4835,13,1.4119,1154.36,151,9.0115,1.0114,30.95,35.06,9.975
2017-03-07,1.315270288,0.945000945,1.432049262,0.819067901,3.1222,1.3413,6.9,7.0242,7.7643,66.62,113.99,4.445,19.505,8.4489,12.955,1.4106,1149.87,151.2,8.9966,1.013,30.92,35.09,9.975
2017-03-08,1.325556734,0.948136911,1.443834825,0.822909809,3.1527,1.3479,6.9113,7.0478,7.7675,66.76,114.58,4.452,19.6045,8.5094,13.0975,1.4175,1154.69,151,9.0444,1.0146,30.93,35.31,9.975
2017-03-09,1.330317946,0.944643869,1.447806573,0.821962847,3.1684,1.3504,6.9086,7.0229,7.7648,66.64,114.71,4.459,19.7885,8.5684,13.29,1.4192,1158.12,151.25,9.0305,1.0131,31.01,35.37,9.975
2017-03-10,1.327844908,0.937470704,1.445295563,0.822503701,3.1552,1.3468,6.905,6.9682,7.765,66.6,115.02,4.449,19.654,8.6034,13.215,1.4136,1150.37,151.25,9.0139,1.0104,30.99,35.35,9.975
2017-03-11,1.327844908,0.937470704,1.445295563,0.822503701,3.1552,1.3468,6.905,6.9682,7.765,66.6,115.02,4.449,19.654,8.6034,13.215,1.4136,1150.37,151.25,9.0139,1.0104,30.99,35.35,9.975
2017-03-12,1.327844908,0.937470704,1.445295563,0.822503701,3.1552,1.3468,6.905,6.9682,7.765,66.6,115.02,4.449,19.654,8.6034,13.215,1.4136,1150.37,151.25,9.0139,1.0104,30.99,35.35,9.975
2017-03-13,1.319087192,0.937207123,1.443626389,0.817394147,3.1524,1.3453,6.905,6.9672,7.7638,66.15,114.61,4.445,19.559,8.5456,13.1125,1.413,1150.37,151.45,8.9466,1.0068,30.99,35.35,9.975
2017-03-14,1.320132013,0.939408173,1.442377037,0.821827745,3.159,1.3462,6.913,6.9827,7.768,65.76,114.63,4.448,19.626,8.5977,13.14,1.414,1148.54,151.4,8.9471,1.0078,30.94,35.29,9.975
2017-03-15,1.317002502,0.940733772,1.437607821,0.818196694,3.1576,1.3451,6.9132,6.9926,7.7689,65.62,114.66,4.446,19.449,8.5983,13.0275,1.4121,1144.16,151.6,8.9571,1.008,30.83,35.25,9.975
2017-03-16,1.303271211,0.931272118,1.432870039,0.808407437,3.1194,1.3316,6.913,6.9236,7.7611,65.4,113.02,4.448,19.1725,8.517,12.7375,1.4012,1148.54,151.4,8.8241,0.9953,30.94,35.29,9.975
2017-03-17,1.300390117,0.93092534,1.426940639,0.808276754,3.106,1.3366,6.9,6.9207,7.7614,65.38,112.67,4.434,19.132,8.4633,12.7425,1.402,1128.67,151.75,8.8167,0.9978,30.52,34.86,9.975
2017-03-18,1.300390117,0.93092534,1.426940639,0.808276754,3.106,1.3366,6.9,6.9207,7.7614,65.38,112.67,4.434,19.132,8.4633,12.7425,1.402,1128.67,151.75,8.8167,0.9978,30.52,34.86,9.975
2017-03-19,1.300390117,0.93092534,1.426940639,0.808276754,3.106,1.3366,6.9,6.9207,7.7614,65.38,112.67,4.434,19.132,8.4633,12.7425,1.402,1128.67,151.75,8.8167,0.9978,30.52,34.86,9.975
2017-03-20,1.293159188,0.929886554,1.418439716,0.808734331,3.0812,1.3357,6.905,6.9136,7.7651,65.3,112.59,4.425,19.0205,8.4648,12.63,1.3957,1112.29,151.98,8.8247,0.9966,30.38,34.61,9.975
2017-03-21,1.295840352,0.92506938,1.415828968,0.801346262,3.084,1.3321,6.883,6.8788,7.7657,65.31,111.9,4.423,19.0915,8.4609,12.615,1.3982,1118.23,151.5,8.789,0.9936,30.43,34.66,9.975
2017-03-22,1.303101381,0.925925926,1.41723356,0.801538955,3.0863,1.3347,6.8785,6.8864,7.7664,65.45,111.06,4.425,19.0645,8.4659,12.56,1.3983,1117.91,151.71,8.7984,0.99,30.45,34.6,9.975
2017-03-23,1.308215594,0.92704181,1.419849496,0.798339454,3.1348,1.3332,6.8843,6.8935,7.7668,65.41,111.12,4.427,18.992,8.4811,12.495,1.3989,1117.91,151.71,8.8139,0.9924,30.46,34.58,9.975
2017-03-24,1.312508203,0.925411808,1.422475107,0.800576415,3.1144,1.3373,6.8803,6.882,7.7669,65.4,111.03,4.423,18.852,8.4926,12.43,1.3991,1116.69,151.4,8.8111,0.991,30.32,34.55,9.975
2017-03-25,1.312508203,0.925411808,1.422475107,0.800576415,3.1144,1.3373,6.8803,6.882,7.7669,65.4,111.03,4.423,18.852,8.4926,12.43,1.3991,1116.69,151.4,8.8111,0.991,30.32,34.55,9.975
2017-03-26,1.312508203,0.925411808,1.422475107,0.800576415,3.1144,1.3373,6.8803,6.882,7.7669,65.4,111.03,4.423,18.852,8.4926,12.43,1.3991,1116.69,151.4,8.8111,0.991,30.32,34.55,9.975
2017-03-27,1.311819494,0.918948723,1.417434444,0.794723039,3.1197,1.3367,6.8687,6.8369,7.7672,65.05,110.48,4.409,18.8205,8.4662,12.7425,1.3926,1108.3,151.7,8.7701,0.983,30.14,34.35,9.975
2017-03-28,1.30701869,0.921489126,1.421060111,0.799808046,3.1298,1.3363,6.8779,6.8569,7.7668,65.02,110.56,4.414,18.865,8.4915,12.9,1.3932,1111.51,151.8,8.7864,0.985,30.17,34.36,9.975
2017-03-29,1.305483029,0.929713648,1.423487544,0.805736846,3.1175,1.3372,6.8879,6.9176,7.7688,64.87,111.05,4.417,18.83,8.5214,13.025,1.3955,1112.28,152.05,8.8801,0.9966,30.21,34.42,9.975
2017-03-30,1.304461258,0.932314003,1.423892923,0.80070462,3.1203,1.3278,6.887,6.9334,7.7702,64.85,111.36,4.419,18.665,8.5484,12.8075,1.3942,1114.11,151.98,8.9092,0.9969,30.29,34.4,9.975
2017-03-31,1.309243257,0.93475416,1.428367376,0.797638989,3.1628,1.3321,6.8832,6.9523,7.7714,64.85,111.41,4.424,18.829,8.5756,13.4225,1.3967,1117.48,152.03,8.9349,0.9998,30.38,34.32,9.975
2017-04-01,1.309243257,0.93475416,1.428367376,0.797638989,3.1628,1.3321,6.8832,6.9523,7.7714,64.85,111.41,4.424,18.829,8.5756,13.4225,1.3967,1117.48,152.03,8.9349,0.9998,30.38,34.32,9.975
2017-04-02,1.309243257,0.93475416,1.428367376,0.797638989,3.1628,1.3321,6.8832,6.9523,7.7714,64.85,111.41,4.424,18.829,8.5756,13.4225,1.3967,1117.48,152.03,8.9349,0.9998,30.38,34.32,9.975
2017-04-03,1.315616366,0.938526513,1.429183936,0.801346262,3.1183,1.3388,6.8832,6.98,7.7708,65.03,110.96,4.426,18.7325,8.5918,13.705,1.3975,1117.65,151.75,8.9639,1.0029,30.33,34.35,9.975
2017-04-04,1.321527686,0.937734434,1.43328078,0.804052424,3.1147,1.3413,6.8832,6.9738,7.7707,65.1,110.74,4.43,18.818,8.5918,13.5375,1.3985,1122.61,151.7,9.0014,1.0022,30.47,34.45,9.975
2017-04-05,1.320132013,0.937998312,1.437814522,0.800768738,3.0932,1.341,6.892,6.9749,7.7687,64.87,111.2,4.4295,18.7235,8.5984,13.7525,1.4009,1126.58,151.55,8.978,1.005,30.4,34.55,9.975
2017-04-06,1.324678765,0.938878978,1.434102969,0.800897005,3.1087,1.3409,6.8955,6.9817,7.769,64.58,111.02,4.435,18.745,8.6163,13.77,1.4023,1131.21,151.7,9.0076,1.0046,30.51,34.64,9.975
2017-04-07,1.330494944,0.941974378,1.437401179,0.806581707,3.1258,1.3396,6.8978,7.0046,7.7691,64.26,110.76,4.4335,18.648,8.6268,13.77,1.4021,1133.89,151.6,9.0503,1.0066,30.56,34.57,9.975
